credit_risk,age,amount,credit_history,duration,employment_duration,personal_status_sex,purpose
bad,47,1217,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,female : single,radio/television
bad,60,2246,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,car (used)
good,58,385,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,42,1965,existing credits paid back duly till now,24,1 <= ... < 4 yrs,female : non-single or male : single,others
good,36,1572,no credits taken/all credits paid back duly,21,>= 7 yrs,female : non-single or male : single,retraining
bad,20,2718,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,others
bad,40,1358,critical account/other credits elsewhere,24,>= 7 yrs,male : married/widowed,business
bad,32,931,critical account/other credits elsewhere,6,< 1 yr,female : non-single or male : single,others
bad,23,1442,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,female : non-single or male : single,others
bad,36,4241,delay in paying off in the past,24,1 <= ... < 4 yrs,male : married/widowed,retraining
bad,31,2775,all credits at this bank paid back duly,18,4 <= ... < 7 yrs,male : married/widowed,others
good,32,3863,existing credits paid back duly till now,24,1 <= ... < 4 yrs,male : married/widowed,retraining
good,45,2329,no credits taken/all credits paid back duly,7,< 1 yr,female : non-single or male : single,furniture/equipment
bad,30,918,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
bad,34,1837,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,female : non-single or male : single,repairs
bad,28,3349,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,23,1275,no credits taken/all credits paid back duly,10,< 1 yr,female : non-single or male : single,car (used)
good,22,2828,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,74,4526,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,retraining
bad,50,2671,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,33,2051,no credits taken/all credits paid back duly,18,< 1 yr,male : married/widowed,furniture/equipment
good,45,1300,no credits taken/all credits paid back duly,15,>= 7 yrs,male : married/widowed,car (new)
bad,22,741,no credits taken/all credits paid back duly,12,unemployed,female : non-single or male : single,radio/television
bad,48,1240,no credits taken/all credits paid back duly,10,>= 7 yrs,female : non-single or male : single,others
good,29,3357,no credits taken/all credits paid back duly,21,< 1 yr,female : non-single or male : single,furniture/equipment
good,22,3632,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,female : non-single or male : single,car (new)
bad,22,1808,existing credits paid back duly till now,18,4 <= ... < 7 yrs,female : non-single or male : single,car (used)
good,48,12204,delay in paying off in the past,48,1 <= ... < 4 yrs,male : married/widowed,retraining
good,27,9157,existing credits paid back duly till now,60,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,37,3676,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,male : married/widowed,others
bad,21,3441,no credits taken/all credits paid back duly,30,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,49,640,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : divorced/separated,others
good,27,3652,all credits at this bank paid back duly,21,4 <= ... < 7 yrs,male : married/widowed,retraining
bad,32,1530,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,others
bad,38,3914,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,male : divorced/separated,retraining
good,22,1858,no credits taken/all credits paid back duly,12,< 1 yr,female : non-single or male : single,car (used)
bad,65,2600,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,35,1979,no credits taken/all credits paid back duly,15,>= 7 yrs,male : married/widowed,furniture/equipment
good,41,2116,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,male : married/widowed,car (used)
bad,29,1437,critical account/other credits elsewhere,9,4 <= ... < 7 yrs,male : married/widowed,others
good,36,4042,all credits at this bank paid back duly,42,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,64,3832,no credits taken/all credits paid back duly,9,>= 7 yrs,male : married/widowed,repairs
good,28,3660,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,44,1553,critical account/other credits elsewhere,18,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,23,1444,no credits taken/all credits paid back duly,15,< 1 yr,male : married/widowed,furniture/equipment
bad,19,1980,no credits taken/all credits paid back duly,9,< 1 yr,female : non-single or male : single,car (used)
bad,25,1355,no credits taken/all credits paid back duly,24,< 1 yr,female : non-single or male : single,others
good,47,1393,no credits taken/all credits paid back duly,12,>= 7 yrs,male : married/widowed,repairs
good,28,1376,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,21,15653,existing credits paid back duly till now,60,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,34,1493,no credits taken/all credits paid back duly,12,< 1 yr,female : non-single or male : single,furniture/equipment
bad,26,4370,existing credits paid back duly till now,42,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
bad,27,750,no credits taken/all credits paid back duly,18,unemployed,female : non-single or male : single,repairs
good,38,1308,no credits taken/all credits paid back duly,15,>= 7 yrs,male : married/widowed,domestic appliances
bad,40,4623,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,repairs
good,33,1851,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,female : single,furniture/equipment
good,32,1880,all credits at this bank paid back duly,18,4 <= ... < 7 yrs,female : single,furniture/equipment
bad,27,7980,existing credits paid back duly till now,36,< 1 yr,male : married/widowed,retraining
good,32,4583,delay in paying off in the past,30,1 <= ... < 4 yrs,male : divorced/separated,car (used)
bad,26,1386,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,others
bad,38,947,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,others
bad,40,684,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,repairs
good,50,7476,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,male : married/widowed,repairs
bad,37,1922,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,car (used)
bad,45,2303,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,others
bad,42,8086,existing credits paid back duly till now,36,>= 7 yrs,male : married/widowed,others
good,35,2346,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,22,3973,no credits taken/all credits paid back duly,14,unemployed,male : married/widowed,others
bad,41,888,no credits taken/all credits paid back duly,12,>= 7 yrs,male : married/widowed,others
good,37,10222,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,28,4221,delay in paying off in the past,30,1 <= ... < 4 yrs,female : non-single or male : single,retraining
good,41,6361,all credits at this bank paid back duly,18,>= 7 yrs,male : married/widowed,car (used)
good,23,1297,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : single,furniture/equipment
bad,23,900,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : single,others
good,50,2241,no credits taken/all credits paid back duly,21,>= 7 yrs,male : married/widowed,car (used)
good,35,1050,existing credits paid back duly till now,6,unemployed,male : married/widowed,car (used)
good,50,1047,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,female : non-single or male : single,repairs
good,27,6314,all credits at this bank paid back duly,24,unemployed,male : married/widowed,business
good,34,3496,critical account/other credits elsewhere,30,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,27,3609,critical account/other credits elsewhere,48,1 <= ... < 4 yrs,female : non-single or male : single,retraining
bad,43,4843,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,others
good,47,3017,all credits at this bank paid back duly,30,>= 7 yrs,male : married/widowed,furniture/equipment
good,27,4139,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,retraining
good,31,5742,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,male : married/widowed,retraining
good,42,10366,no credits taken/all credits paid back duly,60,>= 7 yrs,male : married/widowed,others
good,24,2080,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,female : single,others
bad,41,2580,existing credits paid back duly till now,21,< 1 yr,male : married/widowed,retraining
good,26,4530,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,33,5150,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,car (used)
bad,24,5595,no credits taken/all credits paid back duly,72,1 <= ... < 4 yrs,female : single,furniture/equipment
good,64,2384,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,26,1453,no credits taken/all credits paid back duly,18,< 1 yr,female : non-single or male : single,furniture/equipment
good,56,1538,no credits taken/all credits paid back duly,6,< 1 yr,female : non-single or male : single,repairs
good,37,2279,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,33,1478,existing credits paid back duly till now,15,1 <= ... < 4 yrs,female : single,furniture/equipment
good,47,5103,all credits at this bank paid back duly,24,< 1 yr,female : single,furniture/equipment
good,31,9857,existing credits paid back duly till now,36,4 <= ... < 7 yrs,male : married/widowed,retraining
good,34,6527,no credits taken/all credits paid back duly,60,1 <= ... < 4 yrs,male : married/widowed,others
good,27,1347,all credits at this bank paid back duly,10,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,30,2862,existing credits paid back duly till now,36,>= 7 yrs,male : married/widowed,others
good,35,2753,no credits taken/all credits paid back duly,9,>= 7 yrs,male : married/widowed,furniture/equipment
good,31,3651,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,others
good,25,975,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,male : divorced/separated,car (used)
good,25,2631,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,female : non-single or male : single,domestic appliances
good,29,2896,no credits taken/all credits paid back duly,24,< 1 yr,male : married/widowed,furniture/equipment
good,44,4716,all credits at this bank paid back duly,6,< 1 yr,male : married/widowed,others
good,28,2284,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,50,1236,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,male : married/widowed,car (new)
good,29,1103,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,38,926,all credits at this bank paid back duly,12,unemployed,female : non-single or male : single,others
good,24,1800,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,40,1905,no credits taken/all credits paid back duly,15,>= 7 yrs,male : married/widowed,repairs
bad,29,1123,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
bad,46,6331,all credits at this bank paid back duly,48,>= 7 yrs,male : married/widowed,car (new)
good,47,1377,no credits taken/all credits paid back duly,24,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,41,2503,existing credits paid back duly till now,30,>= 7 yrs,male : married/widowed,retraining
good,32,2528,no credits taken/all credits paid back duly,27,< 1 yr,female : non-single or male : single,retraining
good,35,5324,no credits taken/all credits paid back duly,15,>= 7 yrs,female : non-single or male : single,others
bad,24,6560,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,male : married/widowed,others
bad,25,2969,delay in paying off in the past,12,< 1 yr,female : non-single or male : single,car (used)
good,25,1206,no credits taken/all credits paid back duly,9,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,37,2118,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,32,629,all credits at this bank paid back duly,18,>= 7 yrs,male : married/widowed,furniture/equipment
bad,35,1198,critical account/other credits elsewhere,6,>= 7 yrs,female : non-single or male : single,repairs
good,46,2476,no credits taken/all credits paid back duly,21,>= 7 yrs,male : married/widowed,car (new)
good,25,1138,all credits at this bank paid back duly,9,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
bad,27,14027,no credits taken/all credits paid back duly,60,4 <= ... < 7 yrs,male : married/widowed,others
good,63,7596,all credits at this bank paid back duly,30,>= 7 yrs,male : married/widowed,car (new)
good,40,3077,all credits at this bank paid back duly,30,>= 7 yrs,male : married/widowed,furniture/equipment
good,32,1505,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,31,3148,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,31,6148,delay in paying off in the past,20,>= 7 yrs,female : single,car (new)
bad,34,1337,delay in paying off in the past,9,< 1 yr,male : married/widowed,furniture/equipment
bad,24,433,critical account/other credits elsewhere,6,< 1 yr,female : non-single or male : single,repairs
bad,24,1228,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,others
good,66,790,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,21,2570,no credits taken/all credits paid back duly,27,1 <= ... < 4 yrs,female : non-single or male : single,others
good,41,250,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,female : non-single or male : single,others
good,47,1316,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,female : single,furniture/equipment
bad,25,1882,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
bad,59,6416,critical account/other credits elsewhere,48,>= 7 yrs,female : non-single or male : single,retraining
good,36,1275,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : divorced/separated,retraining
good,33,6403,existing credits paid back duly till now,24,< 1 yr,male : married/widowed,furniture/equipment
bad,21,1987,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,44,760,no credits taken/all credits paid back duly,8,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,28,2603,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,car (new)
good,37,3380,all credits at this bank paid back duly,4,4 <= ... < 7 yrs,female : non-single or male : single,others
good,29,3990,critical account/other credits elsewhere,36,< 1 yr,female : non-single or male : single,radio/television
bad,23,11560,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,car (new)
good,35,4380,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,others
good,45,6761,all credits at this bank paid back duly,6,4 <= ... < 7 yrs,male : married/widowed,others
bad,26,4280,delay in paying off in the past,30,1 <= ... < 4 yrs,female : non-single or male : single,retraining
good,32,2325,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,male : married/widowed,others
good,23,1048,critical account/other credits elsewhere,10,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,41,3160,no credits taken/all credits paid back duly,21,>= 7 yrs,male : married/widowed,furniture/equipment
good,22,2483,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,30,14179,all credits at this bank paid back duly,39,4 <= ... < 7 yrs,male : married/widowed,car (used)
good,28,1797,all credits at this bank paid back duly,13,< 1 yr,male : married/widowed,retraining
good,23,2511,no credits taken/all credits paid back duly,15,unemployed,female : non-single or male : single,others
bad,37,1274,no credits taken/all credits paid back duly,12,< 1 yr,female : non-single or male : single,others
good,26,5248,no credits taken/all credits paid back duly,21,1 <= ... < 4 yrs,male : married/widowed,car (new)
good,33,3029,no credits taken/all credits paid back duly,15,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,49,428,no credits taken/all credits paid back duly,6,>= 7 yrs,female : non-single or male : single,car (used)
bad,23,976,no credits taken/all credits paid back duly,18,< 1 yr,female : non-single or male : single,others
good,23,841,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,female : non-single or male : single,retraining
good,25,5771,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
bad,55,1555,existing credits paid back duly till now,12,>= 7 yrs,male : married/widowed,domestic appliances
bad,32,1285,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,female : non-single or male : single,others
good,74,1299,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,male : married/widowed,others
bad,39,1271,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
good,31,1393,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,others
bad,35,691,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,others
good,59,5045,all credits at this bank paid back duly,15,>= 7 yrs,female : non-single or male : single,others
bad,24,2124,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,24,2214,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
bad,30,12680,all credits at this bank paid back duly,21,>= 7 yrs,male : married/widowed,others
good,27,2463,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,female : single,others
good,40,1155,no credits taken/all credits paid back duly,12,>= 7 yrs,female : single,furniture/equipment
bad,31,3108,no credits taken/all credits paid back duly,30,< 1 yr,male : divorced/separated,car (used)
good,31,2901,no credits taken/all credits paid back duly,10,< 1 yr,female : non-single or male : single,car (new)
good,28,3617,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,car (used)
good,63,1655,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
good,26,2812,no credits taken/all credits paid back duly,24,>= 7 yrs,female : non-single or male : single,car (new)
bad,25,8065,all credits at this bank paid back duly,36,1 <= ... < 4 yrs,female : non-single or male : single,repairs
good,36,3275,all credits at this bank paid back duly,21,>= 7 yrs,male : married/widowed,car (new)
good,52,2223,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,furniture/equipment
good,66,1480,all credits at this bank paid back duly,12,unemployed,male : married/widowed,others
bad,25,1371,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,female : non-single or male : single,others
good,37,3535,all credits at this bank paid back duly,36,4 <= ... < 7 yrs,male : married/widowed,others
good,25,3509,no credits taken/all credits paid back duly,18,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,38,5711,all credits at this bank paid back duly,36,>= 7 yrs,male : married/widowed,car (new)
good,67,3872,no credits taken/all credits paid back duly,18,unemployed,female : non-single or male : single,domestic appliances
bad,25,4933,all credits at this bank paid back duly,39,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,60,1940,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,others
good,31,1410,delay in paying off in the past,12,1 <= ... < 4 yrs,male : married/widowed,vacation
bad,23,836,no credits taken/all credits paid back duly,12,< 1 yr,female : non-single or male : single,others
good,60,6468,no credits taken/all credits paid back duly,20,unemployed,male : divorced/separated,car (new)
good,35,1941,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,retraining
good,40,2675,no credits taken/all credits paid back duly,22,>= 7 yrs,male : married/widowed,furniture/equipment
good,38,2751,all credits at this bank paid back duly,48,>= 7 yrs,male : married/widowed,car (new)
bad,50,6224,existing credits paid back duly till now,48,>= 7 yrs,male : married/widowed,repairs
bad,27,5998,all credits at this bank paid back duly,40,1 <= ... < 4 yrs,male : married/widowed,repairs
bad,39,1188,no credits taken/all credits paid back duly,21,>= 7 yrs,female : non-single or male : single,retraining
good,41,6313,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,car (new)
good,27,1221,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,female : single,car (used)
good,51,2892,no credits taken/all credits paid back duly,24,>= 7 yrs,male : divorced/separated,car (used)
good,32,3062,no credits taken/all credits paid back duly,24,>= 7 yrs,male : married/widowed,car (used)
good,22,2301,no credits taken/all credits paid back duly,9,< 1 yr,female : non-single or male : single,car (used)
bad,51,7511,no credits taken/all credits paid back duly,18,>= 7 yrs,male : married/widowed,car (new)
good,22,1258,all credits at this bank paid back duly,12,< 1 yr,female : non-single or male : single,car (used)
good,54,717,existing credits paid back duly till now,24,>= 7 yrs,female : single,others
good,35,1549,no credits taken/all credits paid back duly,9,< 1 yr,male : married/widowed,others
good,54,1597,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,repairs
good,48,1795,all credits at this bank paid back duly,18,>= 7 yrs,female : non-single or male : single,furniture/equipment
good,24,4272,all credits at this bank paid back duly,20,>= 7 yrs,female : non-single or male : single,car (used)
good,35,976,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
good,24,7472,no credits taken/all credits paid back duly,12,unemployed,female : non-single or male : single,others
bad,24,9271,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,male : married/widowed,others
good,26,590,no credits taken/all credits paid back duly,6,< 1 yr,female : single,furniture/equipment
good,65,930,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
good,55,9283,critical account/other credits elsewhere,42,unemployed,male : married/widowed,car (new)
bad,26,1778,delay in paying off in the past,15,< 1 yr,female : non-single or male : single,others
good,26,907,no credits taken/all credits paid back duly,8,< 1 yr,female : single,retraining
good,28,484,no credits taken/all credits paid back duly,6,4 <= ... < 7 yrs,female : single,furniture/equipment
bad,24,9629,all credits at this bank paid back duly,36,4 <= ... < 7 yrs,male : married/widowed,car (new)
bad,54,3051,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,male : married/widowed,radio/television
bad,46,3931,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,male : married/widowed,others
good,54,7432,existing credits paid back duly till now,36,1 <= ... < 4 yrs,female : non-single or male : single,others
good,62,1338,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,male : divorced/separated,radio/television
good,24,1554,all credits at this bank paid back duly,6,4 <= ... < 7 yrs,female : non-single or male : single,furniture/equipment
good,43,15857,no credits taken/all credits paid back duly,36,unemployed,male : divorced/separated,business
bad,26,1345,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,female : single,furniture/equipment
good,27,1101,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : single,others
good,24,3016,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : single,furniture/equipment
bad,41,2712,no credits taken/all credits paid back duly,36,>= 7 yrs,male : married/widowed,car (used)
good,47,731,all credits at this bank paid back duly,8,>= 7 yrs,male : married/widowed,others
good,35,3780,all credits at this bank paid back duly,18,< 1 yr,male : divorced/separated,car (used)
good,30,1602,all credits at this bank paid back duly,21,>= 7 yrs,female : single,others
bad,33,3966,all credits at this bank paid back duly,18,>= 7 yrs,female : non-single or male : single,others
bad,36,4165,delay in paying off in the past,18,1 <= ... < 4 yrs,male : married/widowed,retraining
bad,47,8335,no credits taken/all credits paid back duly,36,>= 7 yrs,male : married/widowed,car (new)
good,38,6681,existing credits paid back duly till now,48,1 <= ... < 4 yrs,male : married/widowed,retraining
good,44,2375,existing credits paid back duly till now,24,1 <= ... < 4 yrs,male : married/widowed,retraining
bad,23,1216,no credits taken/all credits paid back duly,18,< 1 yr,female : non-single or male : single,others
bad,29,11816,delay in paying off in the past,45,>= 7 yrs,male : married/widowed,retraining
good,42,5084,no credits taken/all credits paid back duly,24,>= 7 yrs,female : non-single or male : single,furniture/equipment
bad,25,2327,no credits taken/all credits paid back duly,15,< 1 yr,female : non-single or male : single,furniture/equipment
bad,48,1082,delay in paying off in the past,12,1 <= ... < 4 yrs,male : married/widowed,others
good,21,886,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,female : non-single or male : single,furniture/equipment
good,23,601,no credits taken/all credits paid back duly,4,< 1 yr,female : non-single or male : single,car (used)
good,63,2957,all credits at this bank paid back duly,24,>= 7 yrs,male : married/widowed,car (new)
good,46,2611,all credits at this bank paid back duly,24,>= 7 yrs,female : single,furniture/equipment
bad,29,5179,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,male : married/widowed,car (used)
good,28,2993,existing credits paid back duly till now,21,1 <= ... < 4 yrs,male : married/widowed,car (new)
bad,23,1943,no credits taken/all credits paid back duly,18,< 1 yr,female : non-single or male : single,domestic appliances
good,50,1559,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,male : married/widowed,retraining
good,47,3422,no credits taken/all credits paid back duly,18,>= 7 yrs,male : married/widowed,car (used)
good,35,3976,no credits taken/all credits paid back duly,21,4 <= ... < 7 yrs,male : married/widowed,car (used)
bad,68,6761,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,male : married/widowed,others
good,28,1249,no credits taken/all credits paid back duly,24,< 1 yr,female : single,others
good,59,1364,no credits taken/all credits paid back duly,9,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
bad,57,709,no credits taken/all credits paid back duly,12,>= 7 yrs,male : married/widowed,furniture/equipment
bad,33,2235,all credits at this bank paid back duly,20,1 <= ... < 4 yrs,female : single,others
good,43,4042,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,35,1471,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,furniture/equipment
bad,32,1442,critical account/other credits elsewhere,18,4 <= ... < 7 yrs,male : married/widowed,others
good,45,10875,existing credits paid back duly till now,36,>= 7 yrs,male : married/widowed,others
good,33,1474,no credits taken/all credits paid back duly,24,< 1 yr,female : single,others
good,40,894,no credits taken/all credits paid back duly,10,4 <= ... < 7 yrs,female : non-single or male : single,vacation
good,28,3343,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,male : married/widowed,car (used)
bad,29,3959,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,female : non-single or male : single,others
good,26,3577,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,male : married/widowed,others
good,27,5804,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,male : married/widowed,car (new)
bad,28,2169,existing credits paid back duly till now,18,1 <= ... < 4 yrs,female : single,retraining
bad,35,2439,no credits taken/all credits paid back duly,24,< 1 yr,female : non-single or male : single,furniture/equipment
good,32,4526,all credits at this bank paid back duly,27,< 1 yr,male : married/widowed,car (used)
bad,25,2210,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,20,2221,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,female : non-single or male : single,car (used)
good,27,2389,no credits taken/all credits paid back duly,18,< 1 yr,female : non-single or male : single,furniture/equipment
good,42,3331,all credits at this bank paid back duly,12,>= 7 yrs,male : married/widowed,car (used)
good,37,7409,no credits taken/all credits paid back duly,36,>= 7 yrs,male : married/widowed,retraining
good,24,652,no credits taken/all credits paid back duly,12,>= 7 yrs,female : non-single or male : single,car (used)
good,40,7678,existing credits paid back duly till now,36,4 <= ... < 7 yrs,female : non-single or male : single,car (used)
good,46,1343,all credits at this bank paid back duly,6,>= 7 yrs,male : married/widowed,others
good,26,1382,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,retraining
good,24,874,no credits taken/all credits paid back duly,15,< 1 yr,female : non-single or male : single,radio/television
good,29,3590,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,male : married/widowed,car (used)
good,40,1322,all credits at this bank paid back duly,11,1 <= ... < 4 yrs,female : non-single or male : single,others
good,36,1940,critical account/other credits elsewhere,18,< 1 yr,male : married/widowed,furniture/equipment
good,28,3595,no credits taken/all credits paid back duly,36,>= 7 yrs,male : married/widowed,furniture/equipment
bad,27,1422,no credits taken/all credits paid back duly,9,< 1 yr,male : married/widowed,others
good,36,6742,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,male : married/widowed,furniture/equipment
good,38,7814,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,male : married/widowed,car (new)
good,48,9277,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,male : divorced/separated,car (new)
good,36,2181,all credits at this bank paid back duly,30,>= 7 yrs,male : married/widowed,others
