"","x1","x2","x3","x4","y"
"5586",-1,-1,1,1,3.39463423906294
"5587",1,-1,-1,-1,-1.45850504555707
"5588",-1,1,1,-1,0.435183315344631
"5589",1,-1,-1,-1,-2.76538918912221
"5590",-1,1,1,-1,-0.551159418436355
"5591",-1,-1,1,-1,0.694372351684162
"5592",1,1,1,-1,-0.0574368463659369
"5593",-1,-1,1,-1,1.29806439310238
"5594",-1,-1,-1,-1,0.654206901315426
"5595",-1,1,1,1,1.06544459534038
"5596",1,-1,1,1,-0.271187666484443
"5597",-1,-1,1,1,1.18522832413859
"5598",-1,1,1,1,0.856998042667546
"5599",-1,-1,1,1,2.9151044420113
"5600",1,1,1,1,0.936236745907288
"5601",1,-1,1,-1,0.439027267172189
"5602",-1,1,-1,1,-2.15669072107871
"5603",1,1,1,1,2.97499426098106
"5604",1,1,1,-1,2.78823954239179
"5605",1,-1,-1,-1,-1.36262352852565
"5606",1,-1,-1,1,-2.92824079968771
"5607",1,-1,-1,-1,-0.57736224505747
"5608",1,1,-1,1,0.797891936508142
"5609",-1,1,-1,-1,-2.6871625532194
"5610",1,-1,-1,-1,-1.61121205895861
"5611",-1,-1,-1,-1,0.0908771971122662
"5612",-1,-1,-1,-1,0.76301230957384
"5613",1,1,1,1,1.84350585191034
"5614",1,1,1,1,-0.336989425649007
"5615",-1,-1,1,-1,2.09327711208455
"5616",-1,1,-1,1,-0.858472347674914
"5617",-1,1,-1,-1,-2.87329917785727
"5618",-1,1,1,1,-0.207047064400619
"5619",1,-1,1,-1,0.239848472005706
"5620",1,1,-1,-1,0.470145751838427
"5621",1,-1,-1,1,-1.1569379153205
"5622",1,1,1,1,1.86749166383006
"5623",-1,1,1,-1,0.419283328721445
"5624",1,1,1,1,0.677940845918168
"5625",-1,1,1,-1,0.0567961436359814
"5626",1,-1,-1,-1,-3.5974423907059
"5627",-1,-1,-1,-1,-0.824532794304612
"5628",-1,1,1,-1,1.62964398898875
"5629",1,1,-1,1,0.567341488210008
"5630",1,1,1,-1,0.633086043200526
"5631",1,-1,-1,1,0.22714998599212
"5632",1,-1,-1,-1,-3.83065471757509
"5633",-1,-1,1,1,2.64766642365116
"5634",1,1,1,1,1.58465139424876
"5635",1,1,-1,1,0.732272941722694
"5636",1,1,1,-1,3.43724193233346
"5637",1,-1,-1,-1,-3.86778135116856
"5638",1,-1,-1,-1,-0.0161866868095568
"5639",-1,-1,1,1,1.49748699070786
"5640",1,1,1,-1,0.5396633293987
"5641",-1,1,-1,1,-1.34585123936721
"5642",1,1,-1,1,-0.141771775301809
"5643",-1,1,1,1,0.399175137165928
"5644",-1,1,-1,1,-1.74300947109966
"5645",1,1,1,-1,2.31733075861457
"5646",1,1,-1,-1,-0.923689419990879
"5647",-1,-1,1,1,0.839886781397102
"5648",1,-1,1,-1,-0.566172106161876
"5649",1,-1,-1,1,-2.70086946864008
"5650",1,1,-1,-1,-0.895876340874351
"5651",1,1,-1,-1,0.435237618959404
"5652",-1,1,1,-1,0.851692236317538
"5653",1,1,1,1,1.12303639811572
"5654",1,1,1,-1,2.94252876520748
"5655",-1,1,1,1,1.8516065269361
"5656",1,1,1,-1,2.01935207270797
"5657",-1,1,-1,-1,1.24904665545413
"5658",-1,-1,1,1,1.18708846644179
"5659",1,1,-1,1,0.360912860630993
"5660",1,-1,-1,-1,-2.15044360033585
"5661",1,1,1,1,2.12632058028262
"5662",1,-1,-1,1,-2.19795317584372
"5663",-1,1,-1,1,-2.91236438815274
"5664",1,-1,-1,-1,-1.68548062609008
"5665",-1,-1,1,1,1.38839766035602
"5666",-1,-1,-1,1,-1.41980345601049
"5667",-1,-1,-1,-1,-0.0237680557187535
"5668",1,1,1,1,1.87705551207661
"5669",1,1,1,-1,1.83191340066435
"5670",1,1,-1,1,-0.673309994035804
"5671",-1,1,-1,-1,-3.38319822465576
"5672",-1,1,-1,-1,-1.64287098576668
"5673",-1,-1,-1,1,1.98319926326085
"5674",1,-1,1,-1,0.887531828797219
"5675",1,1,-1,1,0.215942710660677
"5676",-1,1,1,-1,-1.69434296339618
"5677",1,1,-1,1,1.21255289031576
"5678",-1,1,-1,1,-2.34183551364374
"5679",-1,1,1,1,-0.433619786336546
"5680",-1,1,1,1,0.681285131844629
"5681",1,1,-1,-1,0.462253667854358
"5682",-1,1,1,1,1.39280177966187
"5683",1,1,-1,-1,-0.592396641333714
"5684",1,1,1,-1,1.03517628804093
"5685",1,-1,-1,-1,-1.85829352256977
"5686",-1,-1,1,1,0.481898731499689
"5687",-1,-1,-1,-1,-0.0341358899183003
"5688",1,-1,-1,1,-1.90112210998326
"5689",-1,1,1,1,-0.0380546034505526
"5690",1,-1,1,1,-1.53318618966454
"5691",-1,-1,-1,1,-0.188651456953853
"5692",-1,-1,-1,1,-1.24821599227296
"5693",1,1,1,1,1.1549885538855
"5694",-1,1,-1,1,-2.65111910337568
"5695",-1,1,1,1,1.68362546048033
"5696",1,1,-1,1,0.777882848530462
"5697",1,-1,1,-1,-0.727303857118307
"5698",1,-1,-1,1,-0.459615295669111
"5699",1,1,1,-1,0.964552390468571
"5700",1,1,1,1,-0.953089019936125
"5701",1,1,1,1,3.19328217677779
"5702",-1,-1,-1,1,0.36423071260617
"5703",1,1,-1,-1,0.00256862266690784
"5704",-1,1,1,-1,-0.995054874965761
"5705",-1,1,1,1,0.258646013920754
"5706",1,-1,1,1,-0.701938878143995
"5707",-1,1,1,1,0.830637549456716
"5708",-1,1,-1,1,-1.89290562155998
"5709",-1,1,1,1,1.54269245093941
"5710",-1,-1,1,-1,0.550366333248557
"5711",-1,1,-1,-1,-2.36925158836779
"5712",-1,1,-1,1,-2.5822676533057
"5713",-1,1,-1,1,-0.869878115453547
"5714",-1,-1,-1,-1,0.393333979645471
"5715",1,-1,1,1,-0.389361505085431
"5716",-1,1,1,-1,-1.42709302851235
"5717",-1,1,-1,-1,-1.02789700838507
"5718",-1,1,-1,1,-1.12975961572356
"5719",-1,-1,1,-1,1.67004092697412
"5720",1,1,1,-1,0.875299632400427
"5721",1,1,1,-1,0.237260213268371
"5722",-1,-1,-1,-1,0.0433475612594652
"5723",-1,1,-1,1,-0.930602232623549
"5724",1,-1,-1,1,-1.30556307624414
"5725",-1,1,1,1,-0.10930107707698
"5726",-1,-1,-1,1,-0.383407969126737
"5727",-1,1,1,-1,-0.503542287120917
"5728",1,1,-1,1,-0.25544883733187
"5729",1,1,-1,-1,0.682279676365387
"5730",-1,1,-1,-1,-2.85040903504481
"5731",-1,1,1,1,0.508111300323132
"5732",1,1,1,-1,2.14183410416972
"5733",1,-1,-1,-1,-2.12419639759771
"5734",-1,1,1,1,0.55709656262133
"5735",1,1,-1,-1,-0.792985359469277
"5736",1,1,-1,-1,1.49626472275017
"5737",-1,-1,1,-1,2.02904416009308
"5738",-1,-1,1,1,1.99162253172784
"5739",1,-1,-1,-1,-1.51829313449444
"5740",1,-1,1,-1,0.28027643551734
"5741",-1,-1,-1,1,0.446669281235457
"5742",1,1,1,1,1.53483970603159
"5743",-1,-1,1,-1,3.09748807079613
"5744",-1,-1,1,-1,1.36935521963395
"5745",-1,-1,-1,-1,-1.38180391033229
"5746",1,-1,-1,-1,-2.24383646620687
"5747",1,-1,-1,-1,-1.48815727967544
"5748",1,1,-1,1,-0.199296670731154
"5749",1,-1,1,-1,0.224030626551305
"5750",-1,1,1,-1,-0.2232229196227
"5751",-1,1,-1,1,-1.54286109077154
"5752",1,-1,1,1,-0.31872785199403
"5753",1,-1,1,1,0.303422329573837
"5754",1,-1,-1,1,-1.10604102458265
"5755",1,-1,-1,-1,-0.496625288880384
"5756",-1,-1,-1,1,-0.0257074670738628
"5757",-1,1,-1,-1,-1.84550340402954
"5758",-1,1,-1,-1,-1.00594614120387
"5759",-1,1,1,-1,-1.11175439901045
"5760",-1,-1,1,-1,0.691347941378418
"5761",-1,1,-1,1,-1.54197045283721
"5762",-1,1,1,-1,-0.128253692590161
"5763",-1,-1,-1,-1,-0.912842189890361
"5764",1,1,-1,1,-0.329941376856249
"5765",1,1,-1,1,-0.381754664989596
"5766",-1,-1,1,-1,0.166837073851221
"5767",1,1,-1,1,-0.196205347623113
"5768",-1,-1,-1,1,-1.29993809255598
"5769",-1,-1,-1,-1,0.183243671548985
"5770",-1,1,-1,-1,-0.764588723130168
"5771",-1,1,1,-1,0.476716622339582
"5772",-1,1,-1,1,-1.67278246956453
"5773",-1,-1,1,-1,1.125390444045
"5774",1,-1,-1,1,-2.330702126748
"5775",-1,-1,1,1,1.00650266295568
"5776",1,1,-1,-1,0.625315653341444
"5777",-1,-1,-1,-1,-0.892971911659593
"5778",-1,-1,-1,-1,-0.164232045363432
"5779",-1,-1,-1,1,-2.04090102768415
"5780",-1,1,1,1,-0.25350817334557
"5781",-1,1,1,1,-1.3958045217529
"5782",-1,1,1,1,1.34082970721956
"5783",-1,-1,1,-1,-0.79736331967801
"5784",1,-1,-1,1,-1.57068896601849
"5785",-1,-1,-1,-1,1.30401072884743
"5786",1,-1,1,-1,2.03356412584491
"5787",-1,-1,1,1,1.91788981395097
"5788",-1,1,1,-1,-0.793484485397049
"5789",1,1,-1,1,-0.759792684244284
"5790",1,1,-1,1,0.431584894168681
"5791",1,-1,1,1,-1.21217187065966
"5792",1,1,-1,1,-0.973546398948472
"5793",-1,1,-1,1,-1.71647494955269
"5794",-1,-1,-1,1,-0.626231515942885
"5795",1,1,-1,-1,0.80832334723164
"5796",1,1,1,-1,3.15372257828362
"5797",-1,1,1,-1,-1.16018696897363
"5798",1,1,-1,-1,1.1774457926551
"5799",-1,1,1,-1,0.188850141263592
"5800",-1,1,1,-1,1.05990409334262
"5801",-1,1,1,-1,0.708592540060425
"5802",1,1,1,-1,0.516120483064459
"5803",1,1,-1,-1,1.68801287429955
"5804",1,1,1,1,1.01573278759091
"5805",1,-1,-1,-1,-2.10370695061699
"5806",1,-1,1,1,1.36033680670106
"5807",1,-1,1,-1,0.374903476114267
"5808",1,-1,-1,1,-3.26489683203265
"5809",-1,1,-1,1,-0.999818922824397
"5810",1,1,1,1,2.7493860307156
"5811",-1,-1,1,1,3.00682384862974
"5812",1,-1,-1,-1,-0.89622766848719
"5813",-1,1,-1,-1,-0.634072761725217
"5814",1,1,-1,1,0.389573859554719
"5815",1,1,-1,1,0.616447549549341
"5816",-1,1,-1,1,-2.72522444740562
"5817",-1,1,1,-1,0.292550066070306
"5818",1,1,1,-1,1.61784765123471
"5819",-1,1,1,1,-0.401731357401424
"5820",-1,-1,1,-1,2.84217829265867
"5821",1,1,-1,-1,0.649263415719309
"5822",1,-1,-1,-1,-3.18689034199695
"5823",-1,-1,1,-1,0.972343334662968
"5824",-1,1,-1,1,-0.705860643461181
"5825",-1,1,-1,-1,-2.47711608066635
"5826",1,1,-1,1,0.860524992208598
"5827",-1,-1,-1,-1,1.09469708996041
"5828",-1,1,-1,-1,-3.05297722975681
"5829",-1,-1,1,-1,3.21486020018529
"5830",-1,-1,1,1,2.61614243463526
"5831",-1,-1,1,1,3.40670528731067
"5832",1,-1,-1,-1,-2.85202157175783
"5833",-1,-1,1,1,3.32867474902857
"5834",1,-1,1,-1,0.0953441049941924
"5835",-1,1,1,1,0.501130794870043
"5836",1,1,1,1,1.23807329784759
"5837",-1,1,1,-1,0.922495014090291
"5838",-1,-1,1,1,0.657688434215169
"5839",-1,1,1,-1,-0.0426494308806957
"5840",-1,1,1,-1,0.246742784342655
"5841",-1,1,-1,1,-1.52526885831077
"5842",1,-1,-1,-1,-1.58689080747537
"5843",-1,1,-1,1,-2.40084997399736
"5844",-1,-1,1,-1,1.77183667617143
"5845",1,1,-1,1,-2.15024587123549
"5846",1,-1,-1,-1,-1.03602572093432
"5847",1,1,1,1,0.795052597593539
"5848",-1,1,-1,-1,-1.89196865756459
"5849",1,-1,1,-1,-0.366812682130297
"5850",-1,1,-1,1,-5.30999898914838
"5851",-1,-1,-1,-1,-1.70700835579124
"5852",-1,-1,1,-1,2.10811771872392
"5853",1,-1,-1,-1,-2.80850719690059
"5854",-1,1,1,1,-1.29534694212295
"5855",1,1,1,-1,1.06852617795266
"5856",-1,1,-1,-1,-3.56310875147398
"5857",1,-1,1,1,0.35961134594999
"5858",1,-1,1,1,0.503322031207447
"5859",-1,1,1,1,0.562411122101961
"5860",1,-1,1,-1,1.62870780006318
"5861",-1,-1,-1,1,-0.17377183875314
"5862",1,-1,1,1,0.142581249251351
"5863",1,1,-1,1,0.362965698747039
"5864",-1,1,1,-1,-0.970462374722321
"5865",1,1,-1,1,1.26482399609615
"5866",-1,1,1,1,1.2157391473927
"5867",-1,1,-1,1,-2.88547215122695
"5868",1,-1,1,1,-2.51488702810508
"5869",-1,-1,1,1,1.54087971534102
"5870",1,1,1,-1,1.5929029343358
"5871",-1,1,-1,1,-0.347008034459224
"5872",-1,-1,-1,-1,1.0849929634162
"5873",1,-1,1,1,-1.00719160451138
"5874",-1,-1,1,-1,1.04447852833837
"5875",1,-1,-1,1,-1.85166483926228
"5876",-1,-1,1,-1,2.08264013132333
"5877",-1,1,-1,-1,-2.3945982391665
"5878",1,-1,-1,-1,-0.556383232156785
"5879",1,1,-1,1,1.36601818898686
"5880",1,-1,1,1,1.80236374229165
"5881",-1,-1,1,-1,1.97237406320801
"5882",-1,1,1,1,0.764833989453839
"5883",-1,-1,1,-1,1.07126002387572
"5884",1,-1,-1,1,-1.75084559053736
"5885",-1,1,-1,1,-0.934968552336785
"5886",1,1,-1,-1,-0.483699230906151
"5887",-1,1,1,-1,-0.803375770434085
"5888",1,-1,1,-1,0.557556380446864
"5889",1,-1,1,-1,-0.0949783006856637
"5890",-1,1,1,1,1.77823722999608
"5891",-1,-1,-1,1,-0.457984104890949
"5892",1,1,1,-1,2.44003182580389
"5893",1,1,-1,-1,-1.8023890298501
"5894",-1,1,1,-1,-0.267789165347799
"5895",1,-1,1,1,-1.02306786735914
"5896",1,-1,1,-1,0.443763893310045
"5897",1,-1,-1,1,-3.91307180030982
"5898",1,1,1,1,1.3409433763879
"5899",-1,1,-1,1,-1.53860188628117
"5900",1,-1,-1,-1,-0.799586483911935
"5901",-1,1,1,-1,1.1576913636624
"5902",-1,1,-1,-1,-2.69663474366434
"5903",1,-1,-1,-1,-3.38114673959891
"5904",-1,1,-1,1,-1.86910579427702
"5905",1,1,1,-1,2.10801949368846
"5906",-1,-1,1,-1,2.81357756010337
"5907",-1,1,-1,-1,-2.26300345718825
"5908",1,-1,-1,-1,-1.40925683530658
"5909",1,-1,1,-1,-0.374144568086244
"5910",-1,1,-1,1,-2.63763129114816
"5911",-1,1,-1,-1,-1.7963839546031
"5912",1,-1,1,1,0.129451785384487
"5913",-1,1,-1,1,-0.0630255049671751
"5914",-1,1,1,-1,-2.21922022341675
"5915",1,1,-1,1,1.58551272703584
"5916",1,1,1,1,2.52643437519452
"5917",-1,-1,1,-1,1.9597843873524
"5918",-1,1,-1,-1,-2.16567014523325
"5919",-1,-1,1,1,3.8364624607426
"5920",1,-1,1,-1,-0.266384726837157
"5921",-1,1,-1,1,-0.713422451882313
"5922",1,1,-1,-1,-0.0292257032920172
"5923",-1,-1,1,-1,2.4934259181343
"5924",1,-1,-1,-1,-1.34881322333722
"5925",-1,-1,-1,-1,1.18346269399937
"5926",-1,-1,-1,-1,0.782376749498118
"5927",1,1,-1,-1,-0.709501562021008
"5928",1,-1,1,-1,0.615281529353731
"5929",-1,-1,-1,-1,2.28305211033839
"5930",1,1,-1,1,-0.699111573197122
"5931",1,1,-1,-1,0.310152947752265
"5932",-1,-1,-1,-1,-1.76787248059404
"5933",1,1,1,-1,2.64631596704643
"5934",1,-1,-1,1,-2.94831515378352
"5935",1,-1,1,1,-0.55444598371451
"5936",1,-1,-1,1,-1.88646989235876
"5937",-1,-1,-1,1,-0.0180998686848417
"5938",-1,1,1,1,0.316108573050682
"5939",-1,1,-1,-1,-2.73061144323838
"5940",1,1,1,1,1.81544457162606
"5941",1,1,1,-1,2.20414968084954
"5942",-1,1,-1,-1,-4.6322851078562
"5943",-1,-1,1,1,3.33978514328679
"5944",1,-1,-1,-1,-2.58075644942727
"5945",1,-1,1,1,-0.0469566319244117
"5946",1,-1,1,1,0.508478802388384
"5947",1,-1,1,1,2.20366732819422
"5948",1,-1,-1,1,-2.48250080832795
"5949",-1,-1,1,1,2.4331355308786
"5950",1,1,-1,-1,1.19752142447552
"5951",1,1,1,-1,2.03858501572519
"5952",-1,-1,-1,1,-0.341110187630799
"5953",-1,-1,1,-1,2.22758275079846
"5954",-1,-1,1,-1,0.611756564618618
"5955",-1,1,-1,-1,-2.60582083009542
"5956",1,-1,-1,-1,-1.98525460300134
"5957",-1,-1,1,-1,2.09899278117812
"5958",1,-1,1,1,-0.336993918838763
"5959",1,1,-1,-1,0.566374889590697
"5960",1,1,-1,-1,1.96393814663761
"5961",1,1,-1,1,0.363108699138103
"5962",1,-1,1,1,-1.69016385800874
"5963",-1,1,-1,-1,-3.16598262957135
"5964",1,1,1,1,2.05879311155674
"5965",-1,1,1,-1,-0.11103320556895
"5966",1,-1,-1,1,-2.87109197674002
"5967",-1,1,1,-1,0.620965462304492
"5968",1,-1,-1,1,-1.43125709504335
"5969",1,-1,1,1,0.220992123188887
"5970",1,1,-1,-1,0.0581730659935911
"5971",1,-1,1,-1,1.11523456470977
"5972",-1,1,1,-1,-1.10438947570101
"5973",1,1,1,-1,0.920106792671458
"5974",1,-1,1,1,-1.08709414027828
"5975",1,1,-1,1,-1.59914391134086
"5976",-1,-1,1,1,1.78580330115591
"5977",1,1,-1,-1,0.54148377848152
"5978",-1,1,-1,-1,-1.73834306003826
"5979",1,-1,-1,-1,-1.80517545209748
"5980",1,-1,-1,-1,-2.29459947128568
"5981",-1,-1,1,-1,1.97107085543582
"5982",-1,1,-1,-1,-0.961993192579534
"5983",-1,-1,-1,1,-0.913345878014569
"5984",-1,-1,-1,1,0.771881692140981
"5985",1,-1,1,1,-0.776404342590961
"5986",1,1,-1,1,-1.05190835493923
"5987",1,-1,-1,-1,-2.81513896261657
"5988",-1,-1,1,-1,1.85100859541341
"5989",1,1,-1,1,0.839623863546955
"5990",1,-1,1,-1,-1.68701737352
"5991",1,-1,1,1,-0.111314923137201
"5992",-1,-1,-1,1,-0.167004016325653
"5993",-1,1,-1,1,-0.623222078128028
"5994",1,-1,-1,1,-1.25775714519979
"5995",1,-1,-1,1,-1.89019017854545
"5996",-1,1,-1,-1,-2.27835176558225
"5997",1,1,1,-1,2.75309444099197
"5998",1,1,-1,1,-0.71385893051766
"5999",1,1,1,-1,-1.0700238231868
"6000",1,1,1,1,1.02680712295402
"6001",-1,-1,-1,1,-0.575012693127735
"6002",1,-1,-1,1,-2.02641067448816
"6003",1,-1,-1,-1,0.260544006301262
"6004",1,1,-1,-1,0.152000067057951
"6005",-1,-1,1,1,2.28739614223755
"6006",1,-1,-1,-1,-1.53019808134664
"6007",-1,1,-1,-1,-1.67582580891756
"6008",-1,1,1,-1,-0.244673801319354
"6009",-1,-1,-1,1,-0.914352545008944
"6010",-1,-1,-1,1,-1.04669191677616
"6011",-1,1,-1,-1,-2.08478905434353
"6012",1,-1,1,1,-1.21468373417247
"6013",-1,1,-1,-1,-3.87972081351481
"6014",-1,1,-1,-1,-1.49612851384852
"6015",-1,-1,1,-1,2.51702122129462
"6016",-1,1,-1,1,-4.15191433607841
"6017",-1,-1,1,1,0.553143227913986
"6018",-1,1,1,1,-0.464594768117864
"6019",-1,1,1,-1,-0.238030843156123
"6020",-1,-1,-1,-1,-0.3523139798311
"6021",-1,1,-1,1,-2.90985820430914
"6022",1,1,1,-1,2.67628105397961
"6023",1,1,-1,1,0.00549902821438673
"6024",1,-1,1,1,-0.535379581192962
"6025",-1,1,1,1,0.38841516697218
"6026",1,-1,-1,-1,-0.839798318242705
"6027",-1,1,1,1,-1.71068373113639
"6028",-1,1,-1,-1,-1.38681307356715
"6029",-1,1,-1,-1,-1.93737048130621
"6030",1,-1,-1,1,-2.13515610088282
"6031",-1,-1,1,-1,2.70291903299283
"6032",1,-1,1,1,-0.0929381239088821
"6033",1,1,1,1,2.0934945077147
"6034",-1,1,-1,-1,-1.66783500136331
"6035",-1,-1,1,-1,2.50768805006301
"6036",-1,-1,-1,1,-0.748806612918425
"6037",-1,1,-1,1,-2.72300407768156
"6038",-1,-1,1,-1,1.86611738137107
"6039",1,-1,1,1,0.33674897067011
"6040",1,1,1,-1,2.33176662843275
"6041",-1,1,1,-1,-0.800441775126477
"6042",1,-1,-1,1,-1.51973454328217
"6043",-1,1,-1,-1,-3.52176721897744
"6044",1,-1,1,-1,-2.43819326928641
"6045",1,-1,1,-1,1.49213506225507
"6046",1,-1,1,1,0.454756533472001
"6047",1,1,-1,1,-1.39956562694691
"6048",1,1,-1,1,0.923389530463462
"6049",1,1,-1,1,-0.463001655323337
"6050",1,-1,1,1,-0.690479604354578
"6051",-1,1,1,-1,0.687364265920004
"6052",1,1,1,-1,1.87937970205186
"6053",1,1,1,1,1.7802105550253
"6054",1,1,-1,-1,0.0778599330402062
"6055",-1,-1,1,1,1.26158184363426
"6056",-1,-1,1,1,2.10268723463696
"6057",-1,-1,-1,1,-0.102580032307354
"6058",-1,1,-1,-1,-1.87087103523255
"6059",1,1,1,1,1.74609032320125
"6060",-1,-1,-1,-1,-1.11923102158478
"6061",-1,-1,1,-1,1.00200150730091
"6062",-1,-1,1,1,1.17545899514218
"6063",-1,1,1,1,-2.08365073333624
"6064",-1,-1,1,1,0.491517705520833
"6065",1,1,-1,1,-0.0105104547113012
"6066",1,-1,-1,-1,-1.46320862387715
"6067",-1,-1,1,-1,1.26974848732728
"6068",-1,1,-1,1,-1.75858637441162
"6069",-1,1,1,1,-1.08125161984362
"6070",-1,-1,1,-1,2.18293379741794
"6071",-1,-1,1,1,1.62326160469574
"6072",-1,1,1,-1,-0.00105409503556942
"6073",1,-1,-1,-1,-0.841398752216
"6074",-1,-1,-1,-1,-1.43704331880993
"6075",-1,-1,1,-1,2.71365731955518
"6076",1,1,1,1,1.88288567668429
"6077",1,-1,-1,-1,-1.51166280349513
"6078",1,-1,-1,-1,-2.54623686120921
"6079",-1,1,-1,1,-1.30458186447273
"6080",-1,-1,1,-1,3.70301322792239
"6081",1,1,1,1,0.200887840259443
"6082",1,1,-1,1,-0.203748355436728
"6083",-1,-1,-1,1,0.426608184898382
"6084",-1,-1,1,-1,3.81887768313402
"6085",-1,-1,-1,-1,1.55267709626304
"6086",-1,-1,1,1,1.61137241448183
"6087",-1,1,1,-1,0.530723632618223
"6088",-1,-1,1,1,1.61019182493534
"6089",-1,-1,-1,1,0.520426968563974
"6090",-1,-1,1,1,2.12447662390665
"6091",-1,1,1,-1,0.295744561271753
"6092",-1,-1,1,1,1.93053507981936
"6093",1,-1,1,-1,1.2563187295116
"6094",-1,-1,-1,1,-0.158692095277576
"6095",1,1,1,-1,1.52198304244398
"6096",-1,1,1,1,0.741242830098448
"6097",-1,-1,1,-1,0.608517217358487
"6098",1,1,-1,-1,0.75363679708754
"6099",1,1,1,-1,2.88771361796874
"6100",-1,-1,1,-1,1.62321322680108
"6101",1,1,1,-1,2.40079865837879
"6102",-1,-1,-1,1,-1.34467741767957
"6103",1,1,-1,-1,-0.333467089539723
"6104",1,-1,-1,-1,-3.1797683584018
"6105",-1,-1,-1,1,-1.12983793398859
"6106",-1,-1,-1,-1,0.787787286120499
"6107",-1,-1,-1,-1,1.69599304178124
"6108",1,-1,-1,1,-2.52109916049264
"6109",-1,1,-1,-1,-1.26788157672853
"6110",-1,1,-1,1,-0.487628937550658
"6111",-1,1,1,-1,-1.02628152877598
"6112",1,-1,-1,-1,-1.20329722526393
"6113",1,1,-1,-1,-1.24523799555194
"6114",-1,1,1,1,0.106574122549584
"6115",1,-1,1,-1,0.411441070711686
"6116",1,1,-1,-1,0.133588568167139
"6117",-1,-1,-1,-1,0.189187604351705
"6118",1,1,-1,1,0.925361400163222
"6119",1,1,1,-1,1.01740577992519
"6120",-1,-1,1,1,1.75833172943525
"6121",-1,1,-1,-1,-1.88036000714221
"6122",1,-1,-1,-1,1.04630227100495
"6123",1,-1,-1,-1,-3.30858057168288
"6124",1,-1,-1,1,-1.71517189676194
"6125",1,1,-1,1,1.18804918156951
"6126",-1,-1,1,-1,1.25109930404899
"6127",-1,-1,-1,1,1.52942156530766
"6128",-1,-1,-1,-1,-2.00880927798819
"6129",-1,1,-1,1,-2.51829045676143
"6130",-1,1,-1,-1,-2.60118512192678
"6131",1,-1,1,1,-0.220590915556558
"6132",1,1,1,1,3.58521189968268
"6133",-1,-1,1,1,-0.00861673607575231
"6134",-1,1,1,1,-1.80362849819227
"6135",-1,1,1,1,1.04368574553219
"6136",-1,1,-1,-1,-1.82908507305247
"6137",-1,1,1,1,1.06349374145049
"6138",-1,1,1,1,-2.2628639078715
"6139",1,1,-1,1,1.71202713860219
"6140",-1,-1,-1,1,0.371586207648538
"6141",-1,-1,1,-1,0.923196414074496
"6142",-1,1,-1,-1,-3.1725125160317
"6143",1,-1,1,-1,-1.42772584868988
"6144",1,-1,1,1,-0.318599271733683
"6145",1,1,-1,-1,0.0391171125263029
"6146",-1,-1,-1,1,-0.0832156261894856
"6147",1,1,-1,-1,0.25014598353296
"6148",-1,-1,-1,1,-0.746933426035993
"6149",1,1,-1,1,0.804203586365504
"6150",1,1,1,1,2.32345225212969
"6151",-1,1,-1,-1,-2.21807199087779
"6152",-1,-1,1,-1,0.681900819490122
"6153",1,-1,1,1,0.450602717602402
"6154",1,1,1,-1,1.85033739216849
"6155",1,-1,-1,-1,-2.39700652366271
"6156",-1,-1,-1,1,-1.57014320814321
"6157",-1,-1,-1,1,-0.470421365871707
"6158",1,-1,1,-1,1.21129864113891
"6159",-1,-1,-1,1,1.37298059995115
"6160",1,1,-1,-1,-1.0372267926613
"6161",-1,1,1,1,-0.682066110018172
"6162",1,1,-1,-1,1.53605421340427
"6163",1,1,-1,1,-0.0968375208924672
"6164",-1,-1,1,1,2.48405818424993
"6165",1,-1,-1,-1,-2.63788949962298
"6166",-1,-1,1,1,1.6131956018191
"6167",-1,1,1,-1,-0.571029634324617
"6168",1,1,1,-1,1.23501177304878
"6169",1,1,-1,-1,0.348988875962465
"6170",1,-1,1,1,0.205087949270088
"6171",1,1,1,-1,1.87232178470224
"6172",1,1,-1,-1,0.869020811048067
"6173",-1,-1,-1,-1,0.102152103007102
"6174",-1,-1,-1,1,0.343584163610668
"6175",-1,-1,1,-1,2.55583821987113
"6176",-1,1,-1,-1,-3.07454276643759
"6177",1,-1,1,1,-0.46537362799707
"6178",1,-1,-1,1,-1.57444519735343
"6179",1,1,1,-1,-0.330261165567464
"6180",1,-1,1,-1,-1.03648704068796
"6181",1,-1,-1,-1,-3.57188677543136
"6182",1,-1,1,1,0.0177812603577268
"6183",-1,1,-1,1,-1.76159897977735
"6184",-1,1,-1,-1,-3.17767889214776
"6185",-1,1,1,1,-1.00900496783116
"6186",-1,1,1,-1,1.21008779664856
"6187",-1,1,-1,1,-2.04228578062202
"6188",1,1,1,-1,1.17335449545397
"6189",-1,-1,1,-1,2.3093078573968
"6190",1,1,-1,1,-0.629395447948078
"6191",1,1,1,-1,0.737830800290902
"6192",-1,1,-1,-1,-0.512031247193756
"6193",1,-1,1,-1,1.82347423188102
"6194",-1,-1,-1,-1,-0.747854435876762
"6195",1,1,-1,-1,-0.123145785107252
"6196",-1,-1,-1,-1,-0.505550469758682
"6197",1,1,-1,-1,-1.1239915483276
"6198",-1,-1,-1,1,0.57869000352326
"6199",1,1,-1,1,1.28604854938753
"6200",1,-1,1,1,-0.260454226037899
"6201",1,-1,1,1,0.499246602913216
"6202",-1,-1,-1,1,0.0114734400813054
"6203",-1,-1,-1,-1,0.123212259220286
"6204",1,-1,1,1,-1.60479034593887
